NDC,Quantity,Cost,Extended Cost
02835010550,6,47.48,284.88
74722018440,2,39.64,79.28
52577046155,8,60.80,486.40
85343677606,5,14.19,70.95
36454425300,11,14.30,157.30
61843032202,6,148.37,890.22
06052073801,3,137.92,413.76
00313550114,4,33.83,135.32
51443045757,11,6.54,71.94
02185456874,4,98.91,395.64
05207050674,12,45.42,545.04
00615331100,1,36.26,36.26
23770603707,21,56.10,1178.10
38415008534,22,29.80,655.60
04077272050,4,2.57,10.28
44724671106,3,50.02,150.06
86031020252,3,48.76,146.28
03668131683,3,14.10,42.30
06050482256,11,48.81,536.91
32186043141,16,96.50,1544.00
03558462804,4,172.74,690.96
21407438003,19,31.80,604.20
82585051102,4,37.33,149.32
25056850600,2,44.84,89.68
71835076174,2,84.40,168.80
30717044563,3,64.11,192.33
23672081464,12,25.52,306.24
05034035737,8,39.47,315.76
00254344705,3,23.34,70.02
08505741753,2,4.90,9.80
40164553800,3,45.98,137.94
88154288000,6,22.59,135.54
05688031681,2,27.27,54.54
71433783200,4,1.64,6.56
00062200774,6,26.50,159.00
08503214172,8,19.16,153.28
03326814581,2,6.92,13.84
05304427882,6,13.52,81.12
05172421461,12,108.59,1303.08
64872447806,1,35.26,35.26
47050022526,6,14.85,89.10
16374018562,3,35.77,107.31
46617078088,24,21.66,519.84
01782070308,12,9.46,113.52
02778561134,4,19.12,76.48
43288044854,4,31.35,125.40
51443045757,2,5.49,10.98
40083818203,6,21.32,127.92
58425474101,1,36.52,36.52
46245066636,23,19.86,456.78
63786003420,1,48.66,48.66
02743781343,17,90.29,1534.93
30405053513,1,8.63,8.63
08662045253,3,3.54,10.62
51604663300,7,144.78,1013.46
03058804120,3,89.13,267.39
01125053128,20,41.32,826.40
27151627202,5,183.30,916.50
14308024454,6,172.32,1033.92
06838348225,2,164.10,328.20
07762415838,2,116.83,233.66
51730840507,2,19.89,39.78
06472575086,2,19.75,39.50
77488445405,19,39.42,748.98
03463451606,3,29.56,88.68
02427405228,10,49.79,497.90
34114020601,1,9.57,9.57
02876062203,8,205.76,1646.08
68321084460,1,25.92,25.92
08080485660,5,32.32,161.60
08001075148,1,92.20,92.20
25603046010,1,18.31,18.31
00265065833,5,178.80,894.00
25063580003,4,26.21,104.84
02186546212,3,99.85,299.55
58806031461,2,138.62,277.24
05031152730,6,32.46,194.76
04415101710,1,7.31,7.31
71252031233,5,2.71,13.55
64667041228,2,158.88,317.76
42307084205,5,35.27,176.35
06536563317,1,48.40,48.40
08015662161,4,191.49,765.96
06205408734,8,23.58,188.64
03700365100,10,100.40,1004.00
38648056813,5,32.28,161.40
57076243107,18,6.71,120.78
18532015602,12,44.50,534.00
02054542607,5,43.84,219.20
02830100870,8,104.32,834.56
83577044705,1,86.76,86.76
18882045270,4,73.97,295.88
06372666505,1,48.63,48.63
06641123501,3,11.88,35.64
03160243181,1,99.65,99.65
71433783200,8,1.56,12.48
76448071038,3,1.40,4.20
08731066085,12,43.70,524.40
77402371008,4,23.12,92.48
88532034765,6,6.44,38.64
01463031153,5,182.90,914.50
05435421266,10,23.39,233.90
72441462100,2,86.13,172.26
11571063241,4,106.50,426.00
78470318806,6,63.57,381.42
18835072103,6,171.97,1031.82
03463451606,9,29.56,266.04
11125323305,20,1.68,33.60
78482056261,5,12.12,60.60
66870005075,1,50.06,50.06
04606031203,2,11.35,22.70
88240066776,6,8.52,51.12
07070322185,11,35.24,387.64
04284806604,6,27.25,163.50
00185628735,6,48.72,292.32
00313550114,16,33.83,541.28
06753360232,3,41.28,123.84
36454425300,1,14.30,14.30
06333157087,1,71.85,71.85
73607420701,8,188.62,1508.96
06543543341,2,40.01,80.02
40268658207,4,29.11,116.44
26340071270,14,67.84,949.76
62004464201,13,24.79,322.27
34506068131,18,105.63,1901.34
86021104702,4,86.93,347.72
07853724641,4,23.24,92.96
25841148806,4,138.50,554.00
07654021160,6,80.31,481.86
68113024226,5,75.82,379.10
12303782403,2,35.28,70.56
05821751576,15,25.81,387.15
17125412002,3,44.56,133.68
46208228707,4,32.85,131.40
73225046177,3,44.54,133.62
28003710407,3,49.95,149.85
08015662161,24,191.49,4595.76
02777346133,2,55.63,111.26
66207074887,10,64.43,644.30
31577105306,1,16.21,16.21
03768071577,3,4.26,12.78
78482056261,12,12.12,145.44
47345214808,21,8.97,188.37
86031020252,4,48.76,195.04
50103023558,10,45.13,451.30
77126870704,1,47.48,47.48
36440031678,5,79.57,397.85
07618661800,5,175.49,877.45
05334176303,24,10.26,246.24
41733452301,6,19.97,119.82
43535251406,4,16.96,67.84
43065688203,5,27.98,139.90
05521068830,2,100.42,200.84
05786220107,4,28.34,113.36
00228763413,12,126.56,1518.72
03731670703,6,43.81,262.86
06052073801,8,145.18,1161.44
48815204801,22,30.36,667.92
03280733682,4,46.26,185.04
78470318806,5,55.94,279.70
18522847804,6,79.91,479.46
64631848705,5,98.10,490.50
04008824583,10,15.55,155.50
63740035235,8,63.60,508.80
56062083203,23,30.86,709.78
07617227525,4,42.45,169.80
03003070132,10,3.98,39.80
00117837843,19,88.63,1683.97
56430043707,7,31.18,218.26
75228246103,10,13.86,138.60
87146437804,5,43.78,218.90
71036072713,22,48.70,1071.40
70737026244,4,3.68,14.72
17215636506,4,5.41,21.64
15223350300,1,24.42,24.42
04310620070,6,19.03,114.18
31577105306,1,16.21,16.21
05713540315,23,7.48,172.04
34163020708,6,141.10,846.60
08760067250,3,88.61,265.83
82743566203,1,98.27,98.27
53311770001,2,13.82,27.64
68053823801,7,17.74,124.18
03235564306,18,16.89,304.02
05077473617,11,48.68,535.48
45104002228,13,101.71,1322.23
46345120606,8,184.70,1477.60
55002052578,12,57.13,685.56
75486263202,2,95.64,191.28
15223350300,10,24.42,244.20
54653255704,12,2.35,28.20
03382524317,11,70.70,777.70
04761070738,6,47.49,284.94
07176264181,2,71.73,143.46
85231860308,6,33.76,202.56
05214507153,23,16.80,386.40
21803686508,12,159.11,1909.32
46815052111,12,6.46,77.52
07246055626,2,38.39,76.78
10615351801,11,13.69,150.59
13221088002,5,199.22,996.10
58425474101,2,36.52,73.04
00327503660,1,35.11,35.11
67328043204,10,37.95,379.50
28626003780,1,59.30,59.30
31203075666,2,29.38,58.76
73024017561,4,36.49,145.96
26780051185,4,46.28,185.12
18348132402,5,5.90,29.50
75754081177,10,23.25,232.50
88327042086,5,8.27,41.35
01050722145,2,23.68,47.36
01465572722,2,69.26,138.52
34631073463,4,34.53,138.12
06612574200,4,17.91,71.64
85840034387,8,1.28,10.24
25047030220,10,35.17,351.70
83011751606,3,5.83,17.49
60317863106,12,6.12,73.44
71737086744,8,96.75,774.00
01806017078,10,175.24,1752.40
10327881002,2,17.24,34.48
73101087631,6,12.21,73.26
07654021160,1,77.22,77.22
06833013873,8,98.67,789.36
37162070615,8,38.67,309.36
00882324011,3,190.30,570.90
43253158201,14,26.73,374.22
67126020370,4,2.16,8.64
02084715151,14,20.68,289.52
17552157600,5,24.24,121.20
03545672641,6,6.68,40.08
01385357174,18,9.76,175.68
08526345272,1,19.37,19.37
00176385131,12,6.54,78.48
03565847033,3,22.51,67.53
71822003457,3,25.80,77.40
31408046064,2,22.41,44.82
03876112226,5,36.24,181.20
21370077852,5,8.86,44.30
73430850207,17,153.89,2616.13
35341048026,10,44.86,448.60
07373455882,13,16.02,208.26
21073043484,1,97.50,97.50
08046825240,10,36.38,363.80
60713012226,6,16.52,99.12
07832431336,3,64.98,194.94
27666028348,3,41.77,125.31
02136448580,16,17.50,280.00
42307084205,6,35.27,211.62
76448071038,15,1.40,21.00
36782276602,1,8.38,8.38
82557237704,12,6.39,76.68
86100783608,3,185.45,556.35
34216136301,6,9.28,55.68
34216136301,4,9.28,37.12
07065007534,4,42.82,171.28
40314654001,13,90.65,1178.45
08755530826,12,72.25,867.00
07836024100,4,49.57,198.28
68725453506,10,59.30,593.00
02852833648,3,15.37,46.11
31133028820,8,38.99,311.92
02613084718,21,58.05,1219.05
03382524317,11,70.70,777.70
03107253221,5,45.58,227.90
02223610805,2,96.91,193.82
32026642005,1,66.60,66.60
00345328118,1,27.79,27.79
05766282042,1,38.38,38.38
35032042866,6,78.30,469.80
06851020763,6,77.90,467.40
55075641306,3,59.90,179.70
05220688032,4,146.35,585.40
26253415203,12,4.83,57.96
46218666700,4,15.58,62.32
47808036236,21,34.81,731.01
44084030216,2,40.80,81.60
25047030220,12,35.17,422.04
10228647201,18,39.26,706.68
02654860673,5,36.94,184.70
27747730806,3,22.75,68.25
02348635356,7,10.68,74.76
81605055202,10,23.85,238.50
05370204306,4,8.65,34.60
08323077287,3,53.89,161.67
42878081266,1,81.73,81.73
05713846404,5,37.80,189.00
01573662874,17,7.52,127.84
03230235538,5,5.54,27.70
00817525046,5,38.43,192.15
02270568473,9,25.50,229.50
80860072645,8,15.45,123.60
00003373040,3,54.30,162.90
01111744130,4,48.68,194.72
17785085422,7,62.65,438.55
83506048835,8,86.76,694.08
03232786688,4,34.34,137.36
01240012464,4,168.34,673.36
07841530200,3,12.56,37.68
08882703208,7,23.40,163.80
71828057818,5,156.99,784.95
05334176303,6,11.29,67.74
18434008018,6,8.98,53.88
80560030178,2,39.92,79.84
04284806604,5,27.25,136.25
37015154706,9,6.24,56.16
27225046588,3,18.30,54.90
63057056327,8,99.84,798.72
06070878245,4,103.66,414.64
44084030216,2,40.80,81.60
56757204104,1,174.77,174.77
06200122416,3,36.73,110.19
23808487600,3,54.50,163.50
70737026244,3,3.28,9.84
28626003780,2,59.30,118.60
07015220303,5,94.66,473.30
06708557147,6,47.20,283.20
65733075417,13,22.18,288.34
88164014635,12,45.92,551.04
48247867801,1,21.88,21.88
32871086402,3,68.94,206.82
05207050674,1,45.42,45.42
63514467307,6,44.62,267.72
00262380075,8,26.52,212.16
64204257208,5,11.56,57.80
26340071270,1,72.59,72.59
01547821661,1,11.00,11.00
08236734414,2,29.61,59.22
27234068818,3,10.70,32.10
06163126043,6,92.13,552.78
02084715151,7,20.68,144.76
08015662161,18,168.51,3033.18
00882324011,1,190.30,190.30
00615331100,2,36.26,72.52
05325303306,2,76.11,152.22
02840247221,10,79.38,793.80
00816032553,5,25.59,127.95
34615701107,24,38.63,927.12
25561238202,6,13.54,81.24
58244008185,2,42.62,85.24
02835010550,6,47.48,284.88
78403750806,6,55.03,330.18
60713012226,4,17.21,68.84
56387045268,14,66.54,931.56
35155080567,24,24.53,588.72
08080485660,4,32.32,129.28
71476658706,2,37.74,75.48
03588307000,4,23.92,95.68
06070878245,14,88.60,1240.40
16268030416,6,32.20,193.20
78305887307,8,167.98,1343.84
57700324001,8,60.75,486.00
41627323208,2,27.63,55.26
05124712271,8,40.60,324.80
84341078570,8,31.30,250.40
18644000146,2,108.55,217.10
02835225365,3,166.95,500.85
74722018440,12,39.64,475.68
21160076183,6,41.62,249.72
05338425415,5,48.12,240.60
43553517005,7,52.99,370.93
18853783508,10,20.15,201.50
01547821661,4,11.00,44.00
50386046268,5,103.44,517.20
04175505406,1,91.45,91.45
05458818135,17,23.95,407.15
02388043552,17,76.77,1305.09
02308088882,4,110.29,441.16
63611034775,10,38.60,386.00
54175001811,5,1.15,5.75
10302445207,8,43.92,351.36
14051766205,12,21.22,254.64
41778087484,10,39.59,395.90
04388148133,3,37.43,112.29
07617227525,5,39.90,199.50
88164014635,2,45.92,91.84
07832431336,2,64.98,129.96
18138444700,1,49.20,49.20
82654034731,1,94.12,94.12
00064700886,17,83.28,1415.76
04111407660,4,2.35,9.40
04025014630,12,41.20,494.40
00875653015,8,69.71,557.68
07762415838,18,116.83,2102.94
04284806604,24,28.07,673.68
00702078465,9,77.77,699.93
57518636704,4,71.85,287.40
45411032054,8,194.34,1554.72
63673011705,6,9.27,55.62
02852833648,12,15.68,188.16
02438052031,12,57.51,690.12
88164014635,3,45.92,137.76
51730840507,5,19.89,99.45
52485577001,12,21.50,258.00
31017130700,5,75.80,379.00
64428085562,4,11.87,47.48
04761717823,13,10.48,136.24
38677085878,12,3.39,40.68
44061046113,10,92.70,927.00
00077247216,3,27.68,83.04
31203075666,2,29.38,58.76
03700365100,4,100.40,401.60
45104002228,19,101.71,1932.49
06502076235,10,18.95,189.50
54653255704,21,2.35,49.35
70456004781,21,164.27,3449.67
73286002331,14,1.76,24.64
04522665857,5,37.72,188.60
01113388280,3,9.50,28.50
16635465606,8,14.78,118.24
53246041172,12,111.43,1337.16
36040076142,9,94.86,853.74
03257263351,15,22.12,331.80
45871080718,8,134.17,1073.36
54175001811,3,1.15,3.45
01240012464,10,158.04,1580.40
42322235106,2,32.20,64.40
74774147204,8,1.30,10.40
54175001811,6,1.07,6.42
71835076174,3,84.40,253.20
05821751576,4,24.12,96.48
22237013172,5,76.75,383.75
08672546211,13,11.56,150.28
71337082711,3,116.82,350.46
30405053513,2,8.63,17.26
17585231808,5,40.78,203.90
55316636705,2,23.33,46.66
00850416280,11,16.10,177.10
06045371476,2,85.11,170.22
42558425207,6,5.22,31.32
02855444802,5,86.38,431.90
18644000146,4,108.55,434.20
23580070704,8,163.70,1309.60
07171646174,18,50.22,903.96
46208228707,3,32.85,98.55
06550321417,3,49.25,147.75
63057056327,2,106.83,213.66
07488321818,6,11.55,69.30
48456766500,1,32.36,32.36
71454031453,4,48.00,192.00
02145753114,18,42.70,768.60
48870642306,11,47.38,521.18
08503214172,2,18.25,36.50
06472575086,6,19.75,118.50
73366042202,10,22.43,224.30
76014311506,16,17.43,278.88
02218077108,4,79.52,318.08
73175565807,10,21.77,217.70
07171646174,1,45.24,45.24
18835072103,5,157.37,786.85
00278860110,3,23.81,71.43
07330616070,1,15.60,15.60
80212531601,20,18.22,364.40
43253158201,6,26.47,158.82
53013800606,1,93.90,93.90
08335034601,6,30.82,184.92
50660008581,6,17.20,103.20
15663074410,4,26.60,106.40
43106054745,8,23.95,191.60
64872447806,10,35.26,352.60
32026642005,14,62.60,876.40
30770022617,13,46.83,608.79
18532015602,1,44.50,44.50
02543044454,1,81.38,81.38
53018035138,11,2.66,29.26
17125412002,1,44.56,44.56
03710537613,2,31.16,62.32
03758362378,6,10.58,63.48
73101087631,5,11.60,58.00
51823874305,2,160.69,321.38
38573024056,22,197.51,4345.22
18172062268,8,39.74,317.92
06573263402,4,29.60,118.40
07813658343,5,82.97,414.85
13062034561,1,51.82,51.82
18348132402,7,5.90,41.30
81605055202,6,23.85,143.10
56044011428,6,79.38,476.28
60652552404,3,79.05,237.15
00408326502,6,48.55,291.30
06127213788,1,9.20,9.20
34614065838,23,59.88,1377.24
43288044854,12,31.35,376.20
08662045253,2,3.61,7.22
72746438406,1,145.37,145.37
82704766402,14,11.75,164.50
71337082711,24,116.82,2803.68
31533022806,14,82.43,1154.02
66725015358,5,29.14,145.70
41733452301,4,19.97,79.88
02054542607,10,43.84,438.40
08535745878,3,16.76,50.28
68773716105,1,5.80,5.80
16447564707,1,47.19,47.19
71288437607,8,194.56,1556.48
05821534080,6,30.85,185.10
07065007534,3,42.82,128.46
66230556806,19,127.70,2426.30
35145068034,6,62.06,372.36
04653886306,5,30.65,153.25
04375860120,3,142.79,428.37
10228647201,17,39.26,667.42
21407438003,2,31.80,63.60
25063580003,4,27.88,111.52
03700365100,14,100.40,1405.60
02743781343,1,92.10,92.10
80876572401,2,105.79,211.58
05131770506,4,36.22,144.88
65886044173,11,2.93,32.23
64667041228,2,158.88,317.76
00238766055,16,3.42,54.72
38565041500,4,5.40,21.60
65387048024,22,48.70,1071.40
32435547807,5,17.50,87.50
45337815008,12,18.75,225.00
06200122416,4,45.35,181.40
85221007334,10,47.79,477.90
82328441503,6,71.42,428.52
02223610805,3,96.91,290.73
82654034731,11,94.12,1035.32
70874671105,10,140.69,1406.90
72544035313,10,71.99,719.90
26340071270,5,67.84,339.20
00241163052,1,24.75,24.75
03873662328,1,43.50,43.50
86452015036,5,1.85,9.25
00327503660,13,33.71,438.23
21370077852,3,8.86,26.58
46371038041,4,34.55,138.20
04520585182,1,32.24,32.24
78482056261,20,12.12,242.40
83451018038,7,8.60,60.20
04085258765,5,85.57,427.85
02218077108,4,79.52,318.08
36253068201,4,68.87,275.48
18138444700,21,49.20,1033.20
51674038713,16,11.19,179.04
02308088882,8,110.29,882.32
01417002706,8,9.30,74.40
21621626305,23,10.34,237.82
86501001041,5,102.61,513.05
00570688542,10,33.85,338.50
10841313307,8,86.78,694.24
24866035020,3,40.45,121.35
03235564306,6,20.35,122.10
78470318806,2,63.57,127.14
76000273006,3,7.05,21.15
05207050674,1,48.15,48.15
83011751606,14,5.72,80.08
21688066242,8,21.20,169.60
08423078536,1,36.31,36.31
07456402764,2,80.87,161.74
04661368038,1,51.63,51.63
46343333600,3,88.73,266.19
07853724641,2,23.24,46.48
44322047534,17,39.38,669.46
00345164346,3,11.10,33.30
70456004781,19,164.27,3121.13
03423861605,10,87.32,873.20
58617587300,1,12.23,12.23
62004464201,6,23.39,140.34
08026684417,5,64.57,322.85
47200088245,1,49.19,49.19
04007831230,8,43.93,351.44
30676058688,10,4.20,42.00
18670842001,10,32.17,321.70
06831851766,4,16.67,66.68
64006144207,5,17.98,89.90
73530086136,5,45.00,225.00
00772366127,9,94.90,854.10
12526053665,1,7.75,7.75
04507311782,12,120.47,1445.64
36863301700,1,20.40,20.40
00181726715,4,2.73,10.92
88163360806,2,47.48,94.96
00408326502,14,48.55,679.70
80448025603,2,33.20,66.40
05334176303,8,10.26,82.08
04520585182,12,32.24,386.88
80308387207,5,125.48,627.40
02543044454,8,81.38,651.04
37072066602,4,11.49,45.96
05236386503,3,39.14,117.42
84088076673,1,5.71,5.71
87146437804,5,43.78,218.90
82654034731,4,94.12,376.48
31577105306,5,16.21,81.05
04881244785,3,4.93,14.79
31017130700,11,75.80,833.80
00345328118,5,27.79,138.95
17215636506,5,6.69,33.45
70506026670,5,4.29,21.45
67754055345,2,23.54,47.08
18853783508,8,19.95,159.60
03605257354,4,84.63,338.52
03232786688,22,34.34,755.48
00064700886,1,83.28,83.28
03230235538,4,5.54,22.16
05785264501,3,29.77,89.31
02388043552,6,79.97,479.82
46012245606,5,69.60,348.00
04455506538,3,16.26,48.78
37646705305,6,167.55,1005.30
73427738500,3,39.11,117.33
57450382304,6,128.76,772.56
02780704387,18,16.96,305.28
06052073801,8,145.18,1161.44
73175565807,2,21.77,43.54
40832238708,1,82.76,82.76
05184017340,6,36.83,220.98
07171646174,3,45.24,135.72
30770022617,5,46.83,234.15
32034074842,5,6.85,34.25
46641033025,4,46.85,187.40
51212538805,6,104.99,629.94
83472015078,5,50.59,252.95
22237013172,3,76.75,230.25
01152748187,1,20.62,20.62
03107253221,5,45.58,227.90
48114374801,8,41.20,329.60
00816032553,2,26.11,52.22
10228647201,3,39.26,117.78
55282038281,2,24.77,49.54
83506048835,1,86.76,86.76
23703013778,1,19.18,19.18
07176264181,1,71.73,71.73
10327881002,4,17.24,68.96
20476117403,1,124.11,124.11
07372041547,18,35.70,642.60
16583035556,4,84.35,337.40
60364402503,8,40.13,321.04
07183286375,6,40.30,241.80
05785264501,1,28.28,28.28
37482412000,4,25.60,102.40
00345164346,6,11.10,66.60
81766073272,3,3.32,9.96
03111623458,3,33.03,99.09
75601856608,10,43.43,434.30
83728238805,7,173.39,1213.73
63684056415,8,20.79,166.32
07837345410,1,21.63,21.63
02216664757,7,83.60,585.20
11571063241,10,106.50,1065.00
06183611337,5,23.60,118.00
60134272402,6,41.67,250.02
60486088801,5,55.56,277.80
43288044854,5,26.96,134.80
05713540315,4,7.48,29.92
60067076657,5,8.12,40.60
02481262427,4,69.80,279.20
02777346133,12,47.14,565.68
04653886306,4,31.60,126.40
83451018038,4,8.60,34.40
07741125361,4,35.50,142.00
68773716105,5,5.80,29.00
37402085652,2,13.67,27.34
60067076657,6,8.12,48.72
06831851766,3,16.67,50.01
83728238805,24,175.14,4203.36
03126481400,2,24.79,49.58
10717037520,6,22.20,133.20
18451008171,9,33.15,298.35
73430850207,10,153.89,1538.90
32720372500,17,36.95,628.15
02852833648,3,15.68,47.04
04284806604,5,27.25,136.25
00228763413,8,126.56,1012.48
00056561245,3,52.62,157.86
17363075823,10,20.65,206.50
01146033621,5,46.22,231.10
08882703208,6,23.40,140.40
53252026872,10,17.46,174.60
58731658605,8,4.53,36.24
03304542134,1,43.11,43.11
42558425207,5,5.22,26.10
32638033588,2,127.88,255.76
86373072461,11,89.29,982.19
30682051502,2,197.83,395.66
03721852386,10,86.70,867.00
03163776711,10,21.66,216.60
72846144805,3,32.28,96.84
51366784005,6,172.69,1036.14
07618661800,16,197.18,3154.88
08015662161,4,191.49,765.96
21370077852,12,8.86,106.32
43855128706,17,94.19,1601.23
30770022617,3,46.83,140.49
81654071822,20,73.55,1471.00
16374018562,10,35.77,357.70
66225800506,2,35.33,70.66
51101050856,3,46.60,139.80
78820222201,6,32.15,192.90
77440041687,19,19.60,372.40
60067076657,6,8.12,48.72
32034074842,19,6.85,130.15
86501001041,15,101.58,1523.70
76047275508,16,32.19,515.04
07618661800,3,197.18,591.54
00241163052,22,23.80,523.60
76775513008,9,48.00,432.00
02437638600,24,161.92,3886.08
36022158208,22,137.51,3025.22
02511048353,5,6.60,33.00
45612048501,10,44.33,443.30
87870027401,1,12.66,12.66
26234077663,5,27.36,136.80
05124712271,6,40.60,243.60
06626856706,1,110.96,110.96
04606031203,2,11.35,22.70
07373455882,6,18.20,109.20
12276742203,4,22.43,89.72
76513056423,12,40.80,489.60
00540274655,3,12.53,37.59
62733773100,2,36.37,72.74
08015662161,2,181.92,363.84
07242155258,1,18.19,18.19
51823874305,2,160.69,321.38
04388148133,3,37.81,113.43
31558488102,6,32.61,195.66
00702078465,1,77.77,77.77
10615351801,1,16.10,16.10
04085258765,3,85.57,256.71
31435034732,17,49.40,839.80
25603046010,3,18.31,54.93
67328043204,3,47.44,142.32
04415101710,5,7.31,36.55
83506048835,2,86.76,173.52
83451018038,3,8.08,24.24
08486122642,3,7.44,22.32
28278370508,4,19.32,77.28
78881075387,2,166.66,333.32
71476658706,10,37.74,377.40
55316636705,4,23.33,93.32
04753243665,10,23.41,234.10
01106641073,1,63.97,63.97
00800454127,1,45.57,45.57
47880245407,1,174.70,174.70
76711018183,10,16.20,162.00
04425568850,5,86.59,432.95
68725453506,4,57.56,230.24
05124712271,11,40.60,446.60
07402363234,6,3.31,19.86
07762415838,2,116.83,233.66
06641123501,2,11.29,22.58
01146033621,1,46.22,46.22
00816032553,16,26.11,417.76
85231860308,8,33.76,270.08
18348132402,6,5.90,35.40
76448071038,23,1.40,32.20
01531022103,6,35.76,214.56
41733452301,10,19.97,199.70
61687312301,6,26.66,159.96
85201043231,6,8.13,48.78
12526053665,6,7.75,46.50
07837345410,2,21.63,43.26
05020562487,10,105.96,1059.60
07845071720,10,114.20,1142.00
17125412002,5,44.56,222.80
46276005671,21,12.95,271.95
65624045187,5,73.27,366.35
22734012426,23,30.39,698.97
53244005777,4,104.10,416.40
63611034775,24,38.21,917.04
73607420701,1,188.62,188.62
26110633308,3,28.50,85.50
31552080745,4,104.64,418.56
08015662161,1,191.49,191.49
51366784005,6,172.69,1036.14
34114020601,15,9.57,143.55
01027606072,8,57.87,462.96
06340063161,12,9.68,116.16
34631073463,5,34.53,172.65
78280586803,1,48.50,48.50
65733075417,3,22.18,66.54
43614020818,4,10.92,43.68
06052073801,12,145.18,1742.16
05370204306,6,8.65,51.90
67754055345,9,23.54,211.86
01125053128,11,38.01,418.11
06301685747,6,13.60,81.60
00003373040,17,54.30,923.10
05077473617,5,48.68,243.40
02427405228,15,49.79,746.85
53562038122,16,45.64,730.24
83858077502,12,95.71,1148.52
30307007534,5,21.82,109.10
54437063541,4,25.82,103.28
03668131683,4,14.52,58.08
84054048144,23,15.47,355.81
02778561134,4,17.54,70.16
06045371476,1,85.11,85.11
70737026244,2,3.68,7.36
25047030220,11,35.17,386.87
18348132402,6,5.90,35.40
06333157087,12,71.85,862.20
07332122555,3,2.46,7.38
00661283744,4,130.80,523.20
07181513128,8,44.65,357.20
03758362378,6,9.51,57.06
83123611705,23,14.65,336.95
74722018440,6,39.64,237.84
15538078068,3,63.73,191.19
01124074284,10,49.76,497.60
07005477313,13,26.14,339.82
08760067250,5,78.86,394.30
17272028532,3,6.33,18.99
05713540315,6,7.48,44.88
74826048448,10,101.15,1011.50
05753108778,6,46.22,277.32
46381464602,3,1.64,4.92
04124785251,11,79.40,873.40
34631073463,4,34.53,138.12
14240734604,5,46.96,234.80
46471017843,17,117.10,1990.70
16635465606,1,14.78,14.78
21773855004,4,14.39,57.56
41627323208,8,29.39,235.12
00570688542,3,32.24,96.72
37015154706,13,6.50,84.50
22221614701,6,179.33,1075.98
51443045757,5,6.54,32.70
18840054421,3,71.51,214.53
00265065833,8,178.80,1430.40
34534066300,1,30.18,30.18
60713012226,1,17.21,17.21
24123003385,5,105.36,526.80
00537241124,1,27.92,27.92
04008824583,4,15.55,62.20
72066642102,9,40.21,361.89
08001075148,3,92.20,276.60
00345328118,17,27.79,472.43
07808633747,5,36.36,181.80
16583035556,6,84.35,506.10
06354351000,6,24.26,145.56
32725234804,17,27.84,473.28
82121076403,24,14.15,339.60
11532614107,4,5.88,23.52
76775513008,16,48.00,768.00
31017130700,1,75.80,75.80
02185456874,8,98.91,791.28
08185680565,8,19.79,158.32
34631073463,1,34.53,34.53
52728068100,10,44.98,449.80
02348635356,23,10.68,245.64
70737026244,3,3.68,11.04
74736077744,2,78.29,156.58
30745023117,7,11.52,80.64
06543543341,5,36.90,184.50
81155154004,21,26.12,548.52
15243051718,3,10.15,30.45
27178074508,3,50.32,150.96
07881018574,8,20.20,161.60
22734012426,18,35.34,636.12
02140117748,5,142.70,713.50
87135042277,3,62.78,188.34
26386632705,6,60.07,360.42
57010325102,1,69.64,69.64
07841530200,14,13.22,185.08
47731874206,3,32.54,97.62
37200060657,1,34.63,34.63
78881075387,1,166.66,166.66
05031152730,4,32.46,129.84
00064700886,5,83.28,416.40
86673565504,8,9.80,78.40
03505830111,2,21.69,43.38
02543044454,1,81.38,81.38
05521068830,3,100.42,301.26
02585818166,12,14.92,179.04
03463451606,11,29.56,325.16
83451681704,6,68.95,413.70
03003070132,5,4.79,23.95
18342670501,13,135.72,1764.36
06761188626,1,49.44,49.44
20441377307,8,9.50,76.00
06704055687,9,135.52,1219.68
46381464602,5,1.64,8.20
00337340364,24,20.64,495.36
02348635356,12,10.68,128.16
38684788107,3,122.25,366.75
00343774581,4,63.10,252.40
13672024084,3,8.92,26.76
70057834007,4,143.38,573.52
00571044501,6,35.30,211.80
63057056327,6,99.84,599.04
85221007334,3,43.62,130.86
13522534606,4,37.86,151.44
06050482256,2,48.81,97.62
48074081648,12,183.10,2197.20
38550765103,12,89.19,1070.28
71288437607,2,194.56,389.12
43633042403,11,168.38,1852.18
63368877508,5,19.98,99.90
05020562487,20,105.96,2119.20
56062083203,7,30.86,216.02
88042037851,3,18.12,54.36
03612852256,4,125.48,501.92
00254344705,4,23.34,93.36
05688031681,4,28.09,112.36
81605055202,6,23.85,143.10
04025014630,1,41.20,41.20
57518636704,6,71.85,431.10
86473035165,10,32.12,321.20
03140013627,2,76.39,152.78
83506048835,7,86.76,607.32
11125323305,4,1.68,6.72
00265065833,6,191.32,1147.92
02840247221,3,78.59,235.77
00877557574,4,33.98,135.92
10827250608,8,28.90,231.20
08200641115,14,35.37,495.18
32435547807,3,17.50,52.50
08662045253,3,3.36,10.08
44031300105,1,46.22,46.22
03768071577,10,4.26,42.60
56077734008,6,35.88,215.28
58731658605,1,4.53,4.53
10327881002,5,17.24,86.20
48247867801,2,21.88,43.76
38550765103,5,82.05,410.25
75657671005,9,69.36,624.24
67565061887,4,16.63,66.52
03232786688,5,34.34,171.70
08001075148,5,92.20,461.00
52550051670,6,36.11,216.66
12303782403,11,38.77,426.47
